CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
88,0,34,M,Eddie,12/14/2018 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,PPR,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,LUNGWORM,ZZ_OTHER,40.63,34.8,9.02,5.91,2.5,2.2,1.66,1.34,0.92,0.92,0.1,0,0,100
228,0,0,U,Eddie,1/14/2019 0:00, GOAT,POX,NP,P,P,NP,NP,NP,P,P,NP,NP,P,P,P,NP,NP,P,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,POX,10,POX,POX,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CCPP,CONTAGIOUS ECTHYMA (ORF),PPR,LUNGWORM,MASTITIS,TRICHOSTRONGIULOSIS,MANGE MITE,PASTEUROLLOSIS,BRUCELLOSIS,ZZ_OTHER,67.22,20.74,4.65,4.55,1.25,0.55,0.39,0.21,0.17,0.14,0.09,0.03,0.01,100
263,0,0,U,Eddie,1/21/2019 0:00, GOAT,POX,NO,NO,NO,NO,NO,NO,P,P,P,NO,NO,P,P,NO,NO,NO,NO,P,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,POX,10,POX,POX,ZZ_OTHER,PPR,PASTEUROLLOSIS,CCPP,COWDRIOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,35.16,26.96,21.23,10.37,5.49,0.7,0.05,0.02,0.02,0,0,0,0,100
296,0,0,U,Eddie,1/21/2019 0:00, GOAT,POX,P,P,NP,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,NP,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,POX,10,POX,POX,MANGE MITE,TRICHOSTRONGIULOSIS,CCPP,BRUCELLOSIS,MASTITIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,PPR,LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,59.03,21.55,7.62,3.59,2.88,2.73,1.65,0.54,0.16,0.14,0.11,0,0,100
1341,0,0,U,Eddie,3/19/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NO,P,NP,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PPR,CCPP,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,COWDRIOSIS,MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,60.22,33.7,3.55,1.42,0.51,0.49,0.04,0.03,0.02,0.01,0,0,0,99.99
1657,0,0,U,Eddie,5/8/2019 0:00, GOAT,POX,NP,P,NP,NP,NP,NP,NO,P,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,POX,10,POX,POX,PASTEUROLLOSIS,CCPP,PPR,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,80.08,13.7,3.96,0.83,0.68,0.41,0.28,0.02,0.02,0.01,0.01,0,0,100
320,0,27,D,Eddie,1/9/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,P,P,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,83.24,14.12,2.11,0.53,0,0,0,0,0,0,0,0,0,100
326,0,27,D,Eddie,1/9/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,P,P,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,83.24,14.12,2.11,0.53,0,0,0,0,0,0,0,0,0,100
535,0,28,D,Eddie,1/29/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,P,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,CCPP,POX,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,91.79,7.08,0.95,0.18,0,0,0,0,0,0,0,0,0,100
539,0,26,D,Eddie,1/29/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.72,0.73,0.45,0.1,0.01,0,0,0,0,0,0,0,0,100.01
558,0,1,D,Eddie,1/31/2019 0:00, GOAT,PPR,NO,P,NO,P,NO,NO,NO,P,P,NO,NO,P,NO,NO,NO,NO,NO,P,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,ZZ_OTHER,CCPP,POX,COWDRIOSIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,67.87,17.7,9.05,3.61,1.65,0.1,0.01,0,0,0,0,0,0,99.99
560,0,1,D,Eddie,1/31/2019 0:00, GOAT,PPR,NO,P,NO,P,NO,NO,NO,P,P,NO,NO,P,NO,NO,NO,NO,NO,P,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,ZZ_OTHER,CCPP,POX,COWDRIOSIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,67.87,17.7,9.05,3.61,1.65,0.1,0.01,0,0,0,0,0,0,99.99
2596,0,21,D,Eddie,10/28/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,NP,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,POX,TRICHOSTRONGIULOSIS,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MANGE MITE,MASTITIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,88.46,6.49,3.17,0.89,0.66,0.27,0.03,0.02,0.01,0,0,0,0,100
2624,0,26,D,Eddie,10/28/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.72,0.73,0.45,0.1,0.01,0,0,0,0,0,0,0,0,100.01
2628,0,26,D,Eddie,11/5/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,98.72,0.73,0.45,0.1,0.01,0,0,0,0,0,0,0,0,100.01
3286,0,24,D,veteddie_eddie,5/13/2020 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,LUNGWORM,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,98.808,0.574644,0.446574,0.160484,0.00875313,0.00119157,0.000228176,6.56E-05,3.17E-05,1.44E-05,3.46E-06,1.51E-06,3.56E-11,99.99999155
219,0,0,U,Eddie,1/10/2019 0:00, GOAT,PPR,P,NO,NO,P,NO,P,NO,P,P,NO,NO,P,NO,P,P,NO,NO,P,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,PPR,11,PPR,ZZ_OTHER,PPR,PASTEUROLLOSIS,CCPP,POX,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,97.53,2.29,0.13,0.04,0.01,0,0,0,0,0,0,0,0,100
298,0,0,U,Eddie,1/22/2019 0:00, GOAT,PPR,P,P,P,P,NP,P,P,P,P,P,NP,P,P,NP,P,P,NP,P,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,ZZ_OTHER,CCPP,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,96.42,1.98,1.06,0.36,0.17,0.01,0,0,0,0,0,0,0,100
308,0,0,U,Eddie,1/22/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,NP,P,P,P,P,P,P,NP,P,NP,NP,NP,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,PPR,11,PPR,PPR,PASTEUROLLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,ZZ_OTHER,96.28,1.93,0.81,0.64,0.34,0,0,0,0,0,0,0,0,100
567,0,0,U,Eddie,1/31/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,P,P,P,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PPR,11,PPR,PPR,POX,PASTEUROLLOSIS,CCPP,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,93.24,5.47,1.19,0.09,0,0,0,0,0,0,0,0,0,99.99
2525,0,0,U,Eddie,10/14/2019 0:00, GOAT,PPR,NP,P,NP,P,NP,NP,P,P,P,P,NP,P,P,NP,P,P,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,PPR,11,PPR,PPR,POX,PASTEUROLLOSIS,CCPP,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,92.97,5.45,1.52,0.06,0,0,0,0,0,0,0,0,0,100
2543,0,0,U,Eddie,10/21/2019 0:00, GOAT,PPR,P,P,NO,P,NO,P,NO,NO,NO,NO,NO,NO,NO,P,NO,P,NO,NO,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,PPR,11,PPR,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CCPP,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,MASTITIS,PASTEUROLLOSIS,POX,99.97,0.01,0.01,0,0,0,0,0,0,0,0,0,0,99.99
75,0,3,D,Eddie,12/18/2018 0:00, GOAT,TRICHOSTRONGIULOSIS,P,P,NP,P,NP,NP,NP,P,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,PPR,CCPP,POX,LUNGWORM,PASTEUROLLOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MASTITIS,ZZ_OTHER,51.35,29.36,13.3,5.16,0.63,0.12,0.04,0.02,0.01,0,0,0,0,99.99
132,0,3,D,Eddie,12/24/2018 0:00, GOAT,TRICHOSTRONGIULOSIS,P,P,NP,P,NP,NP,NP,P,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,PPR,CCPP,POX,LUNGWORM,PASTEUROLLOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MASTITIS,ZZ_OTHER,51.35,29.36,13.3,5.16,0.63,0.12,0.04,0.02,0.01,0,0,0,0,99.99
3770,0,18,M,veteddie_eddie,11/22/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,POX,CCPP,MANGE MITE,COWDRIOSIS,PPR,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,45.3722,39.3053,6.64787,3.5954,3.15293,0.91352,0.44287,0.279148,0.151792,0.0969408,0.0276814,0.0143454,3.98E-12,99.9999976
242,0,0,U,Eddie,1/15/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,MASTITIS,PPR,POX,CCPP,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,98.26,0.57,0.44,0.44,0.23,0.03,0.02,0.01,0,0,0,0,0,100
464,0,0,U,Eddie,1/17/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,P,P,NP,P,P,NP,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,NP,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,PPR,MANGE MITE,POX,BRUCELLOSIS,CCPP,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MASTITIS,PASTEUROLLOSIS,ZZ_OTHER,99.3,0.35,0.32,0.03,0,0,0,0,0,0,0,0,0,100
485,0,0,U,Eddie,2/12/2019 0:00, GOAT,TRICHOSTRONGIULOSIS,P,P,NP,P,P,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,TRICHOSTRONGIULOSIS,12,TRICHOSTRONGIULOSIS,TRICHOSTRONGIULOSIS,POX,PPR,CCPP,BRUCELLOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,98.79,0.38,0.37,0.17,0.09,0.08,0.04,0.04,0.03,0.01,0.01,0,0,100.01
666,0,30,D,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,P,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MANGE MITE,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MASTITIS,ZZ_OTHER,87.06,9.22,2.28,1.12,0.23,0.04,0.04,0,0,0,0,0,0,99.99
670,0,30,D,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,P,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MANGE MITE,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MASTITIS,ZZ_OTHER,87.06,9.22,2.28,1.12,0.23,0.04,0.04,0,0,0,0,0,0,99.99
671,0,20,D,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,80.13,10.27,5.88,2.9,0.6,0.1,0.1,0.01,0.01,0,0,0,0,100
