CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_Num,Target_Name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,Disease_1.1,Disease_2.1,Disease_3.1,Disease_4.1,Disease_5.1,Disease_6.1,Disease_7.1,Disease_8.1,Disease_9.1,Disease_10.1,Disease_11.1,Disease_12.1,Disease_13.1,Disease_14.1,sum_prob
890,0,0,U,Eddie,2/15/2019 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,6,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,LUNGWORM,COENUROSIS,TRICHOSTRONGIULOSIS,PPR,POX,FASCIOLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HAEMONCHOSIS,MANGE MITE,NASAL BOT,ZZ_OTHER,96.52,1.59,0.97,0.3,0.29,0.25,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.01
1548,1,8,D,Eddie,5/1/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NO,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,POX,PASTEUROLLOSIS,FASCIOLOSIS,MANGE MITE,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,81.02,4.77,4.04,3.89,2.86,1.79,1.58,0.02,0.01,0.01,0.01,0.0,0.0,0.0,100.0
1332,0,45,D,Eddie,3/19/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,NASAL BOT,POX,MANGE MITE,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,PPR,ZZ_OTHER,58.6,19.07,15.49,5.25,0.78,0.35,0.17,0.15,0.06,0.05,0.02,0.0,0.0,0.0,99.99
1010,0,28,D,Eddie,2/20/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,POX,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,81.19,4.48,4.17,4.1,3.98,1.45,0.36,0.23,0.02,0.0,0.0,0.0,0.0,0.0,99.98
1630,1,43,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,FASCIOLOSIS,HAEMONCHOSIS,POX,PASTEUROLLOSIS,MANGE MITE,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,61.65,32.41,1.74,1.61,1.35,0.9,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,99.99
4295,1,108,D,veteddie_eddie,1/17/2020 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,NASAL BOT,LUNGWORM,POX,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,69.1456,28.4716,0.914923,0.882662,0.352907,0.202201,0.026736,0.00134555,0.0013357,0.000312251,0.000294235,2.45e-05,1.88e-05,1.18e-12,99.99996004
1340,0,7,D,Eddie,3/19/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NO,NP,NP,P,NP,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,POX,PASTEUROLLOSIS,FASCIOLOSIS,HAEMONCHOSIS,MANGE MITE,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,59.75,31.41,3.31,1.87,1.73,1.56,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.0,99.99
397,0,26,D,Eddie,1/22/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0.0,0.0,0.0,0.0,0.0,99.99
406,0,26,D,Eddie,1/22/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0.0,0.0,0.0,0.0,0.0,99.99
1335,0,46,D,Eddie,3/19/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,FASCIOLOSIS,POX,COENUROSIS,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),PPR,COWDRIOSIS,ZZ_OTHER,82.75,5.54,4.87,2.85,1.34,1.31,0.47,0.4,0.37,0.07,0.02,0.01,0.0,0.0,100.0
780,0,27,D,Eddie,2/6/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,FASCIOLOSIS,PASTEUROLLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,ZZ_OTHER,42.81,26.21,19.83,6.63,4.24,0.2,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.0
776,0,42,D,Eddie,2/6/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,MANGE MITE,PASTEUROLLOSIS,POX,NASAL BOT,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,58.51,19.04,11.53,6.95,3.37,0.37,0.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.99
1344,0,46,D,Eddie,3/26/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,FASCIOLOSIS,POX,COENUROSIS,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),PPR,COWDRIOSIS,ZZ_OTHER,82.75,5.54,4.87,2.85,1.34,1.31,0.47,0.4,0.37,0.07,0.02,0.01,0.0,0.0,100.0
1370,0,10,D,Eddie,4/1/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NO,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PASTEUROLLOSIS,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,POX,FASCIOLOSIS,COENUROSIS,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),PPR,COWDRIOSIS,ZZ_OTHER,78.58,5.8,5.26,4.62,3.15,1.31,0.45,0.38,0.35,0.07,0.02,0.01,0.0,0.0,100.0
393,0,26,D,Eddie,1/22/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0.0,0.0,0.0,0.0,0.0,99.99
615,0,82,D,Eddie,2/4/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,MANGE MITE,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,POX,HAEMONCHOSIS,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,PPR,COENUROSIS,COWDRIOSIS,ZZ_OTHER,55.28,32.16,5.75,3.15,2.34,0.47,0.38,0.27,0.15,0.03,0.01,0.0,0.0,0.0,99.99
349,0,26,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0.0,0.0,0.0,0.0,0.0,99.99
4008,1,24,M,veteddie_eddie,1/20/2020 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,P,P,P,P,P,NP,P,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PPR,PASTEUROLLOSIS,POX,TRICHOSTRONGIULOSIS,FASCIOLOSIS,HAEMONCHOSIS,MANGE MITE,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,COENUROSIS,ZZ_OTHER,40.9742,17.5861,15.2086,14.9932,9.30299,1.02729,0.894782,0.0112137,0.00116799,0.000443732,5.42e-05,7.81e-06,1.4e-06,2.38e-07,100.0000511
2914,0,96,M,veteddie_eddie,2/19/2020 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,POX,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,LUNGWORM,MANGE MITE,COWDRIOSIS,PASTEUROLLOSIS,FASCIOLOSIS,PPR,ZZ_OTHER,89.1963,4.25866,1.99978,1.60689,0.861834,0.75052,0.44547,0.337884,0.202524,0.167626,0.124171,0.0483022,4.63e-06,9.52e-15,99.99996583
1823,0,0,U,Eddie,4/9/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,POX,PPR,FASCIOLOSIS,HAEMONCHOSIS,COENUROSIS,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,COWDRIOSIS,ZZ_OTHER,35.04,27.5,16.84,10.46,8.64,1.08,0.24,0.07,0.05,0.05,0.02,0.02,0.0,0.0,100.01
775,0,0,U,Eddie,2/6/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,34.58,22.84,19.22,19.16,4.11,0.05,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,100.0
1154,0,0,U,Eddie,3/13/2019 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,NP,NP,P,NP,NO,NP,P,P,NP,P,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,POX,PASTEUROLLOSIS,NASAL BOT,PPR,FASCIOLOSIS,MANGE MITE,COENUROSIS,HAEMONCHOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,ZZ_OTHER,69.2,9.56,6.84,4.92,3.43,2.16,1.67,1.48,0.57,0.12,0.04,0.01,0.0,0.0,100.0
1611,0,0,U,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,POX,FASCIOLOSIS,COENUROSIS,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,COWDRIOSIS,ZZ_OTHER,72.97,7.71,6.1,5.4,3.58,3.13,0.99,0.04,0.04,0.02,0.01,0.01,0.0,0.0,100.0
540,0,0,U,Eddie,1/30/2019 0:00, SHEEP,LUNGWORM,NO,P,NO,P,NO,NO,NO,NO,P,P,NO,P,P,NO,P,NO,NO,P,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,LUNGWORM,7,LUNGWORM,PPR,ZZ_OTHER,PASTEUROLLOSIS,POX,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,90.07,7.21,2.0,0.43,0.16,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
4179,1,0,U,veteddie_eddie,1/14/2020 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,POX,MANGE MITE,FASCIOLOSIS,PPR,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,60.3449,21.5958,7.38163,6.59216,2.82711,0.653507,0.408439,0.0867172,0.0528933,0.0291069,0.0247898,0.00285135,6.36e-05,4.25e-12,99.99996815
494,0,0,U,Eddie,3/11/2019 0:00, SHEEP,LUNGWORM,NP,P,P,NP,NP,P,NP,P,NP,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PPR,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,POX,TRICHOSTRONGIULOSIS,COENUROSIS,NASAL BOT,FASCIOLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HAEMONCHOSIS,MANGE MITE,ZZ_OTHER,33.27,27.79,23.23,14.45,1.08,0.09,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,100.01
3554,1,0,U,veteddie_eddie,1/2/2020 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,P,NP,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,NASAL BOT,PASTEUROLLOSIS,POX,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),PPR,COENUROSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,HAEMONCHOSIS,MANGE MITE,COWDRIOSIS,ZZ_OTHER,40.402,21.0409,19.0923,14.1897,5.15655,0.0761185,0.0218764,0.00898495,0.00832259,0.00189905,0.000804486,0.000427287,0.000143049,5.45e-13,100.0000263
