CaseID,Date,Species,Age,Breed,Sex,UCDisease,AppDisease,ZZ_other
1354,28/02/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Babesiosis,
1355,28/02/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,PPR,
1356,28/02/2020,Sheep,13 - 24 months,Local,Female,zz_Other,Fasciolosis,Increased rate of resp.
1357,28/02/2020,Donkey,2 - 4 years,Local,Male,GI_non-infectious_colic,zz_Other,
1358,28/02/2020,Sheep,2 - 4 years,Cross,Female,Mange mites,Cowdriosis,
1359,28/02/2020,Cattle,7 - 12 months,Local,Male,GI parasites,GI parasites,
1360,28/02/2020,Goats,2 - 4 years,Local,Female,zz_Other,Cowdriosis,Falling
1361,28/02/2020,Sheep,0 - 6 months,Local,Male,Pasteurellosis_pneumonic,Nasal bot,Falling
1398,28/02/2020,Sheep,2 - 4 years,Local,Male,zz_Other,Mange mites,Death (history)
1400,28/02/2020,Goats,2 - 4 years,Local,Male,Cowdriosis,Cowdriosis,
1362,29/02/2020,Donkey,2 - 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1363,29/02/2020,Sheep,13 - 24 months,Local,Male,Mange mites,Hypoglycemia /Pregnancy toxemia,
1364,29/02/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1365,29/02/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Hypoglycemia /Pregnancy toxemia,
1366,29/02/2020,Cattle,Older than 4 years,Local,Female,Tuberculosis,Trypanosomosis,
1367,29/02/2020,Donkey,2 - 4 years,Local,Male,Anthrax,Anthrax,
1368,29/02/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1369,29/02/2020,Goats,7 - 12 months,Local,Female,PPR,PPR,
1370,29/02/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1371,29/02/2020,Goats,2 - 4 years,Local,Female,zz_Other,PPR,Hair loss (alopecia)
1372,29/02/2020,Donkey,Older than 4 years,Local,Male,Mange mites,Resp_asth_lungworm,
1373,29/02/2020,Cattle,2 - 4 years,Cross,Female,Colibacillosis,Blackleg /Black quarter,
1374,29/02/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,
1375,29/02/2020,Cattle,2 - 4 years,Cross,Female,Colibacillosis,Anthrax,
1376,01/03/2020,Camel,2 - 4 years,Local,Female,Mange mites,Mange mites,
1379,01/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Anthrax,Occular/ Nasal discharge
1380,01/03/2020,Cattle,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Blackleg /Black quarter,
1406,01/03/2020,Cattle,13 - 24 months,Cross,Female,zz_Other,Rabies,Head pushing
1381,02/03/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1382,02/03/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1383,02/03/2020,Cattle,2 - 4 years,Local,Female,Anthrax,Anthrax,
1384,02/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,GI parasites,
1385,02/03/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1386,02/03/2020,Cattle,2 - 4 years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
1387,02/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1388,02/03/2020,Sheep,2 - 4 years,Local,Male,zz_Other,Haemonchosis,Increased rate of resp.
1389,02/03/2020,Goats,2 - 4 years,Local,Male,Mange mites,Hypoglycemia /Pregnancy toxemia,
1390,02/03/2020,Cattle,13 - 24 months,Local,Female,GI parasites,GI parasites,
1391,02/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,Trichostrongylosis,Hair loss (alopecia)
1392,02/03/2020,Donkey,2 - 4 years,Local,Male,zz_Other,Habronemiasis,Yellow creamy discharge from nodules
1393,02/03/2020,Camel,Older than 4 years,Local,Female,Mastitis,Anthrax,
1394,02/03/2020,Goats,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1395,02/03/2020,Goats,2 - 4 years,Local,Female,Mastitis,Pasteurellosis_pneumonic,
1396,02/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,
1397,02/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,Lungworm /Verminous pneumonia,
1401,03/03/2020,Donkey,Older than 4 years,Local,Male,GI_non-infectious_colic,zz_Other,
1402,03/03/2020,Cattle,2 - 4 years,Local,Female,zz_Other,Rabies,Blindness/ Clouded cornea
1403,03/03/2020,Donkey,Older than 4 years,Local,Male,GI parasites,Mange mites,
1405,03/03/2020,Goats,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Cowdriosis,
1427,04/03/2020,Goats,Older than 4 years,Local,Male,zz_Other,Mastitis,Death (history)
1428,04/03/2020,Sheep,0 - 6 months,Local,Male,Trichostrongylosis,Trichostrongylosis,
1408,05/03/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1409,05/03/2020,Donkey,Older than 4 years,Local,Male,zz_Other,Anthrax,Falling
1410,05/03/2020,Goats,13 - 24 months,Local,Male,Trichostrongylosis,Trichostrongylosis,
1411,05/03/2020,Cattle,Older than 4 years,Local,Female,Rabies,Rabies,
1412,05/03/2020,Goats,13 - 24 months,Local,Female,zz_Other,Contagious ecthyma /Orf/,Falling
1413,05/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,Hypoglycemia /Pregnancy toxemia,
1414,05/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,Trichostrongylosis,Hair loss (alopecia)
1415,05/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,Resp_asth_lungworm,
1417,05/03/2020,Cattle,7 - 12 months,Exotic,Female,Colibacillosis,Colibacillosis,
1418,05/03/2020,Cattle,Older than 4 years,Exotic,Female,Colibacillosis,Colibacillosis,
1419,05/03/2020,Donkey,2 - 4 years,Local,Male,Strangles,Resp_lower_bact,
1420,05/03/2020,Cattle,Older than 4 years,Cross,Female,Colibacillosis,Colibacillosis,Falling
1421,05/03/2020,Cattle,2 - 4 years,Local,Female,zz_Other,Anthrax,Head pushing
1422,05/03/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,Pox,
1423,05/03/2020,Cattle,Older than 4 years,Exotic,Female,Blackleg /Black quarter,Blackleg /Black quarter,
1424,05/03/2020,Goats,Older than 4 years,Local,Male,zz_Other,Mange mites,Death (history)
1425,05/03/2020,Sheep,2 - 4 years,Local,Male,zz_Other,Mange mites,Death (history)
1426,05/03/2020,Goats,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
1429,05/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,Trichostrongylosis,Falling
1430,05/03/2020,Goats,13 - 24 months,Local,Female,Pasteurellosis_pneumonic,Cowdriosis,
1431,05/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Tuberculosis,Occular/ Nasal discharge
1963,05/03/2020,Sheep,13 - 24 months,Local,Female,PPR,PPR,
1432,06/03/2020,Cattle,13 - 24 months,Local,Male,GI parasites,GI parasites,
1433,06/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,zz_Other,Falling
1434,06/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,Hypoglycemia /Pregnancy toxemia,Falling
1435,06/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,Occular discharge/Invol. eyelid closure
1436,06/03/2020,Cattle,Older than 4 years,Local,Female,GI parasites,GI parasites,
1437,06/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,GI parasites,
1438,06/03/2020,Donkey,Older than 4 years,Local,Male,GI parasites,zz_Other,
1440,06/03/2020,Cattle,7 - 12 months,Cross,Female,GI parasites,GI parasites,
1441,06/03/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,PPR,
1442,06/03/2020,Donkey,Older than 4 years,Local,Male,Mange mites,Resp_lower_bact,
1443,06/03/2020,Cattle,2 - 4 years,Local,Female,zz_Other,Rabies,Falling
1444,06/03/2020,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,African horse sickness,
1445,06/03/2020,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
1446,06/03/2020,Cattle,2 - 4 years,Cross,Male,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
1447,06/03/2020,Horse/Mule,Older than 4 years,Local,Male,Resp_viral,Resp_viral,
1453,06/03/2020,Sheep,13 - 24 months,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1792,06/03/2020,Horse/Mule,2 - 4 years,Local,Male,Ascaris_foals,Ascaris_foals,
1448,07/03/2020,Cattle,Older than 4 years,Cross,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
1449,07/03/2020,Horse/Mule,Older than 4 years,Local,Male,Epizootic lymphangitis,Epizootic lymphangitis,
1451,07/03/2020,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
1452,07/03/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1454,07/03/2020,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,zz_Other,
1455,07/03/2020,Cattle,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,Blackleg /Black quarter,
1456,07/03/2020,Donkey,2 - 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1457,07/03/2020,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,PPR,
1458,07/03/2020,Camel,2 - 4 years,Local,Female,zz_Other,Mange mites,Death (history)
1459,07/03/2020,Cattle,Older than 4 years,Local,Male,Anthrax,Anthrax,
1460,07/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,
1472,07/03/2020,Horse/Mule,2 - 4 years,Local,Male,Trypanosomosis,,
1520,07/03/2020,Sheep,Older than 4 years,Local,Female,PPR,,
1521,07/03/2020,Cattle,Older than 4 years,Local,Male,Colibacillosis,,
1964,07/03/2020,Sheep,13 - 24 months,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
1461,08/03/2020,Goats,13 - 24 months,Local,Female,zz_Other,zz_Other,Increased rate of resp.
1462,08/03/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1463,08/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,zz_Other,Death (history)
1464,08/03/2020,Goats,2 - 4 years,Local,Female,Mastitis,Cowdriosis,
1465,08/03/2020,Donkey,Older than 4 years,Local,Male,GI_non-infectious_colic,zz_Other,
1466,08/03/2020,Cattle,13 - 24 months,Local,Male,zz_Other,Tuberculosis,Occular discharge/Invol. eyelid closure
1467,08/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,Colibacillosis,
1468,08/03/2020,Sheep,2 - 4 years,Local,Female,Contagious ecthyma /Orf/,Cowdriosis,
1469,08/03/2020,Cattle,Older than 4 years,Local,Female,CBPP,Blackleg /Black quarter,
1470,08/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,PPR,Hair loss (alopecia)
1473,08/03/2020,Cattle,Older than 4 years,Cross,Male,LSD (Lumpy Skin Disease/,Anthrax,
1471,09/03/2020,Donkey,13 - 24 months,Local,Male,Strangles,,
1474,09/03/2020,Donkey,Older than 4 years,Local,Male,zz_Other,Tetanus,Yellow creamy discharge from nodules
1475,09/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,PPR,Criptating/crackling sound/Skin emphysem
1476,09/03/2020,Sheep,2 - 4 years,Local,Female,Mange mites,Fasciolosis,
1477,09/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Fasciolosis,
1478,09/03/2020,Camel,2 - 4 years,Local,Female,Mange mites,Mange mites,
1479,09/03/2020,Sheep,2 - 4 years,Local,Female,zz_Other,Fasciolosis,Death (history)
1480,09/03/2020,Goats,0 - 6 months,Local,Male,zz_Other,Trichostrongylosis,Falling
1481,09/03/2020,Donkey,Older than 4 years,Local,Male,zz_Other,Anthrax,Falling
1482,09/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,PPR,Hair loss (alopecia)
1483,09/03/2020,Cattle,Older than 4 years,Local,Female,GI parasites,GI parasites,
1484,09/03/2020,Sheep,13 - 24 months,Local,Male,Mange mites,Coenurosis,
1485,09/03/2020,Goats,2 - 4 years,Local,Female,Mastitis,Brucellosis,Falling
1486,09/03/2020,Goats,2 - 4 years,Local,Female,Trichostrongylosis,Trichostrongylosis,
1487,09/03/2020,Goats,0 - 6 months,Local,Male,zz_Other,zz_Other,Falling
1488,10/03/2020,Cattle,Older than 4 years,Local,Male,zz_Other,Rabies,Falling
1489,10/03/2020,Goats,0 - 6 months,Local,Female,Hypoglycemia /Pregnancy toxemia,Hypoglycemia /Pregnancy toxemia,
1490,10/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,Cowdriosis,Falling
1491,10/03/2020,Goats,Older than 4 years,Local,Female,zz_Other,zz_Other,Hair loss (alopecia)
1492,10/03/2020,Sheep,7 - 12 months,Local,Female,zz_Other,Trichostrongylosis,Hair loss (alopecia)
1493,10/03/2020,Donkey,Older than 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1494,10/03/2020,Sheep,2 - 4 years,Local,Female,zz_Other,zz_Other,Death (history)
1495,10/03/2020,Cattle,Older than 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1496,10/03/2020,Cattle,0 - 6 months,Cross,Male,Anthrax,Anthrax,
1497,10/03/2020,Goats,Older than 4 years,Cross,Female,Hypoglycemia /Pregnancy toxemia,Hypoglycemia /Pregnancy toxemia,
1498,10/03/2020,Goats,13 - 24 months,Local,Female,Mange mites,zz_Other,
1499,10/03/2020,Horse/Mule,Older than 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1500,11/03/2020,Goats,13 - 24 months,Local,Male,zz_Other,zz_Other,Hair loss (alopecia)
1502,11/03/2020,Goats,13 - 24 months,Local,Female,Mange mites,PPR,
1503,11/03/2020,Goats,13 - 24 months,Local,Female,Mange mites,Pasteurellosis_pneumonic,
1507,11/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,zz_Other,Falling
1508,11/03/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1509,11/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,Nodular lesions (non-painful)
1510,11/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,zz_Other,Occular/ Nasal discharge
1512,11/03/2020,Goats,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1513,11/03/2020,Goats,13 - 24 months,Local,Female,zz_Other,PPR,Hair loss (alopecia)
1515,11/03/2020,Donkey,Older than 4 years,Local,Male,zz_Other,Anthrax,Falling
1516,11/03/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1517,11/03/2020,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1518,11/03/2020,Sheep,13 - 24 months,Local,Male,zz_Other,Hypoglycemia /Pregnancy toxemia,Falling
1519,11/03/2020,Horse/Mule,Older than 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1543,11/03/2020,Cattle,Older than 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1570,11/03/2020,Cattle,Older than 4 years,Local,Female,Trypanosomosis,Lungworm /Verminous pneumonia,
1571,11/03/2020,Cattle,0 - 6 months,Local,Female,Trypanosomosis,Colibacillosis,
1572,11/03/2020,Cattle,13 - 24 months,Local,Male,Trypanosomosis,Trypanosomosis,
1522,12/03/2020,Cattle,Older than 4 years,Local,Male,Colibacillosis,GI parasites,
1539,12/03/2020,Camel,Older than 4 years,Local,Female,Camel calf diarrhoea,Camel calf diarrhoea,
1540,12/03/2020,Sheep,13 - 24 months,Local,Female,Mange mites,Coenurosis,
1541,12/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,zz_Other,Falling
1542,12/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Anthrax,
1608,12/03/2020,Horse/Mule,Older than 4 years,Local,Male,Ascaris_foals,Tetanus,
1523,13/03/2020,Cattle,Older than 4 years,Local,Male,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
1524,13/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1525,13/03/2020,Cattle,Older than 4 years,Local,Female,Trypanosomosis,zz_Other,
1526,13/03/2020,Goats,2 - 4 years,Local,Female,Hypoglycemia /Pregnancy toxemia,Hypoglycemia /Pregnancy toxemia,
1527,13/03/2020,Cattle,0 - 6 months,Local,Female,GI parasites,Colibacillosis,
1528,13/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,Colibacillosis,
1529,13/03/2020,Cattle,Older than 4 years,Local,Male,GI parasites,Colibacillosis,
1530,13/03/2020,Sheep,2 - 4 years,Local,Female,Fasciolosis,Hypoglycemia /Pregnancy toxemia,
1531,13/03/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1532,13/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1533,13/03/2020,Goats,0 - 6 months,Local,Female,Cowdriosis,Cowdriosis,
1534,13/03/2020,Donkey,2 - 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1535,13/03/2020,Goats,2 - 4 years,Local,Male,Mange mites,zz_Other,Falling
1536,13/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Babesiosis,Occular/ Nasal discharge
1537,13/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Fasciolosis,
1538,13/03/2020,Goats,13 - 24 months,Local,Female,CCPP,Pasteurellosis_pneumonic,
1544,13/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1545,13/03/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1568,13/03/2020,Cattle,13 - 24 months,Local,Female,Blackleg /Black quarter,,
1569,13/03/2020,Horse/Mule,2 - 4 years,Local,Female,Trypanosomosis,,
1573,13/03/2020,Cattle,7 - 12 months,Local,Female,Trypanosomosis,Trypanosomosis,
1574,13/03/2020,Cattle,7 - 12 months,Local,Female,Trypanosomosis,Trypanosomosis,
1575,13/03/2020,Cattle,Older than 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1576,13/03/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1578,13/03/2020,Cattle,13 - 24 months,Local,Female,Trypanosomosis,Babesiosis,
2523,13/03/2020,Cattle,Older than 4 years,Local,Male,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
1546,14/03/2020,Donkey,2 - 4 years,Local,Male,Trypanosomosis,zz_Other,Falling
1547,14/03/2020,Cattle,2 - 4 years,Local,Male,Anthrax,Anthrax,
1548,14/03/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1549,14/03/2020,Sheep,2 - 4 years,Local,Male,Coenurosis,Coenurosis,
1550,14/03/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1551,14/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1552,14/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1553,14/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1554,14/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1555,14/03/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1556,14/03/2020,Cattle,2 - 4 years,Local,Female,Fasciolosis,Fasciolosis,
1557,14/03/2020,Cattle,2 - 4 years,Local,Female,Fasciolosis,Fasciolosis,
1558,14/03/2020,Cattle,2 - 4 years,Local,Female,Rabies,Rabies,
1559,14/03/2020,Cattle,7 - 12 months,Local,Female,Rabies,Rabies,
1560,14/03/2020,Cattle,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,CBPP,
1561,14/03/2020,Cattle,7 - 12 months,Local,Female,Colibacillosis,Colibacillosis,
1562,14/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1563,14/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1564,14/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1565,14/03/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1566,14/03/2020,Cattle,2 - 4 years,Local,Male,Anthrax,Anthrax,
1567,14/03/2020,Cattle,2 - 4 years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
1595,14/03/2020,Horse/Mule,Older than 4 years,Local,Male,Strangles,Strangles,
1577,15/03/2020,Cattle,Older than 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1579,16/03/2020,Donkey,Older than 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1580,16/03/2020,Goats,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,CCPP,
1581,16/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,Trichostrongylosis,
1589,16/03/2020,Horse/Mule,Older than 4 years,Local,Male,GI_non-infectious_colic,Resp_asth_lungworm,
1590,16/03/2020,Cattle,Older than 4 years,Local,Female,GI parasites,GI parasites,
1591,17/03/2020,Goats,2 - 4 years,Local,Female,zz_Other,PPR,Hair loss (alopecia)
1593,17/03/2020,Cattle,2 - 4 years,Cross,Female,zz_Other,Rabies,Falling
1594,17/03/2020,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,zz_Other,
1596,17/03/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1597,17/03/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
1598,17/03/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
1599,17/03/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1600,17/03/2020,Cattle,2 - 4 years,Local,Female,Colibacillosis,Colibacillosis,
1601,17/03/2020,Cattle,2 - 4 years,Local,Male,Anthrax,Anthrax,
1602,17/03/2020,Sheep,2 - 4 years,Local,Female,zz_Other,zz_Other,Death (history)
1603,17/03/2020,Sheep,2 - 4 years,Local,Female,PPR,PPR,Death (history)
1724,17/03/2020,Sheep,2 - 4 years,Local,Male,zz_Other,zz_Other,Lymphnode enlargement
1604,18/03/2020,Cattle,Older than 4 years,Cross,Female,Pasteurellosis_pneumonic,Rabies,
1605,18/03/2020,Cattle,Older than 4 years,Cross,Female,zz_Other,Cowdriosis,Weight loss/ Emaciation
1606,18/03/2020,Horse/Mule,Older than 4 years,Local,Male,Tetanus,Tetanus,
1607,19/03/2020,Cattle,Older than 4 years,Local,Male,Colibacillosis,Colibacillosis,
1609,19/03/2020,Cattle,2 - 4 years,Cross,Male,Trypanosomosis,Trypanosomosis,
1610,19/03/2020,Goats,2 - 4 years,Local,Female,Mastitis,Mastitis,
1613,19/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,Trichostrongylosis,Falling
1614,19/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,Pasteurellosis_pneumonic,Falling
1615,19/03/2020,Goats,2 - 4 years,Local,Male,zz_Other,zz_Other,Falling
1616,19/03/2020,Sheep,2 - 4 years,Local,Female,zz_Other,Cowdriosis,
1617,19/03/2020,Donkey,2 - 4 years,Local,Male,Mange mites,Mange mites,
1618,19/03/2020,Donkey,2 - 4 years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
1619,19/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,Blindness/ Clouded cornea
1620,19/03/2020,Sheep,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1621,19/03/2020,Cattle,Older than 4 years,Cross,Female,Babesiosis,Babesiosis,
1622,19/03/2020,Cattle,Older than 4 years,Local,Female,Cowdriosis,Cowdriosis,
1623,19/03/2020,Cattle,2 - 4 years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
1624,19/03/2020,Horse/Mule,Older than 4 years,Local,Male,GI_non-infectious_colic,Heat stress,
1625,19/03/2020,Horse/Mule,Older than 4 years,Local,Male,Epizootic lymphangitis,Epizootic lymphangitis,
1626,19/03/2020,Cattle,13 - 24 months,Cross,Male,Trypanosomosis,Trypanosomosis,
1627,19/03/2020,Cattle,Older than 4 years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
1628,19/03/2020,Cattle,Older than 4 years,Cross,Female,FMD (Foot & Mouth Disease),FMD (Foot & Mouth Disease),
1629,19/03/2020,Donkey,Older than 4 years,Local,Male,Mange mites,Habronemiasis,
1630,20/03/2020,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
1631,20/03/2020,Cattle,Older than 4 years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
1632,20/03/2020,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
1633,20/03/2020,Cattle,2 - 4 years,Cross,Male,Lungworm /Verminous pneumonia,Rabies,
1634,20/03/2020,Cattle,Older than 4 years,Cross,Female,Tuberculosis,Tuberculosis,
1635,20/03/2020,Cattle,Older than 4 years,Cross,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
1638,20/03/2020,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,Pox,
1639,20/03/2020,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
1642,20/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,Falling
1644,20/03/2020,Sheep,2 - 4 years,Local,Male,zz_Other,Hypoglycemia /Pregnancy toxemia,Falling
1645,20/03/2020,Goats,2 - 4 years,Cross,Male,zz_Other,Lungworm /Verminous pneumonia,Falling
1646,20/03/2020,Cattle,2 - 4 years,Local,Female,GI parasites,GI parasites,
1640,23/03/2020,Cattle,Older than 4 years,Cross,Female,LSD (Lumpy Skin Disease/,Anthrax,
1641,23/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Colibacillosis,
1657,24/03/2020,Donkey,Older than 4 years,Local,Female,GI_non-infectious_colic,Rabies,
1647,26/03/2020,Donkey,Older than 4 years,Local,Male,Trypanosomosis,,
1656,26/03/2020,Cattle,Older than 4 years,Cross,Female,zz_Other,GI parasites,Nodular lesions (non-painful)
1648,27/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,zz_Other,Falling
1650,27/03/2020,Goats,2 - 4 years,Local,Female,Mastitis,Lungworm /Verminous pneumonia,
1651,27/03/2020,Cattle,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,Cowdriosis,
1652,27/03/2020,Cattle,Older than 4 years,Local,Female,zz_Other,Rabies,Lameness
1653,27/03/2020,Donkey,Older than 4 years,Local,Male,GI_non-infectious_colic,zz_Other,
1654,27/03/2020,Sheep,2 - 4 years,Local,Female,zz_Other,Cowdriosis,
1655,27/03/2020,Goats,13 - 24 months,Local,Male,zz_Other,PPR,Blindness/ Clouded cornea
1658,30/03/2020,Cattle,Older than 4 years,Local,Female,Colibacillosis,Fasciolosis,
